time_step,name,level,net_electricity_consumption_kwh,net_electricity_consumption_cost,net_electricity_consumption_emission_kgco2,solar_generation_kwh,bess_electricity_consumption_kwh,bess_soc,ev_charger_electricity_consumption_kwh,deferrable_appliance_electricity_consumption_kwh
62,District,district,2.0850000381469727,0.17336775362491608,0.5059884190559387,-2.5625,0.0,,0,0
63,Building_1,building,4.166250228881836,0.3464237153530121,1.0110667943954468,-2.601249933242798,0.0,0.0,0,0
63,District,district,4.166250228881836,0.3464237153530121,1.0110667943954468,-2.601249933242798,0.0,,0,0
64,Building_1,building,4.7699995040893555,0.39662545919418335,1.1698408126831055,-2.492500066757202,0.0,0.0,0,0
64,District,district,4.7699995040893555,0.39662545919418335,1.1698408126831055,-2.492500066757202,0.0,,0,0
65,Building_1,building,2.6287498474121094,0.21858054399490356,0.6447000503540039,-2.5562500953674316,0.0,0.0,0,0
65,District,district,2.6287498474121094,0.21858054399490356,0.6447000503540039,-2.5562500953674316,0.0,,0,0
66,Building_1,building,2.8087499141693115,0.23354755342006683,0.6888449788093567,-2.521250009536743,0.0,0.0,0,0
66,District,district,2.8087499141693115,0.23354755342006683,0.6888449788093567,-2.521250009536743,0.0,,0,0
67,Building_1,building,3.7087502479553223,0.3083825707435608,0.9095697999000549,-1.818750023841858,0.0,0.0,0,0
67,District,district,3.7087502479553223,0.3083825707435608,0.9095697999000549,-1.818750023841858,0.0,,0,0
68,Building_1,building,3.9962499141693115,0.3322881758213043,0.9836646914482117,-2.483750104904175,0.0,0.0,0,0
68,District,district,3.9962499141693115,0.3322881758213043,0.9836646914482117,-2.483750104904175,0.0,,0,0
69,Building_1,building,3.5799999237060547,0.2976769804954529,0.8812060356140137,-2.247499942779541,0.0,0.0,0,0
69,District,district,3.5799999237060547,0.2976769804954529,0.8812060356140137,-2.247499942779541,0.0,,0,0
70,Building_1,building,3.6450002193450928,0.30308178067207336,0.897205650806427,-2.109999895095825,0.0,0.0,0,0
70,District,district,3.6450002193450928,0.30308178067207336,0.897205650806427,-2.109999895095825,0.0,,0,0
71,Building_1,building,4.753749847412109,0.3952743113040924,1.1701209545135498,-1.996250033378601,0.0,0.0,0,0
71,District,district,4.753749847412109,0.3952743113040924,1.1701209545135498,-1.996250033378601,0.0,,0,0
72,Building_1,building,4.659999847412109,0.3874789774417877,1.1312587261199951,-1.840000033378601,0.0,0.0,0,0
72,District,district,4.659999847412109,0.3874789774417877,1.1312587261199951,-1.840000033378601,0.0,,0,0
73,Building_1,building,5.042500019073486,0.4192838668823242,1.224114179611206,-1.7074999809265137,0.0,0.0,0,0
73,District,district,5.042500019073486,0.4192838668823242,1.224114179611206,-1.7074999809265137,0.0,,0,0
74,Building_1,building,5.676249980926514,0.47198018431663513,1.3779629468917847,-1.3237500190734863,0.0,0.0,0,0
74,District,district,5.676249980926514,0.47198018431663513,1.3779629468917847,-1.3237500190734863,0.0,,0,0
75,Building_1,building,5.741250038146973,0.47738492488861084,1.393742322921753,-0.7587500214576721,0.0,0.0,0,0
75,District,district,5.741250038146973,0.47738492488861084,1.393742322921753,-0.7587500214576721,0.0,,0,0
76,Building_1,building,5.243750095367432,0.43601781129837036,1.2664152383804321,-0.7562500238418579,0.0,0.0,0,0
76,District,district,5.243750095367432,0.43601781129837036,1.2664152383804321,-0.7562500238418579,0.0,,0,0
77,Building_1,building,4.407500267028809,0.3664836585521698,1.0644530057907104,-0.5924999713897705,0.0,0.0,0,0
77,District,district,4.407500267028809,0.3664836585521698,1.0644530057907104,-0.5924999713897705,0.0,,0,0
78,Building_1,building,4.710000038146973,0.3916364908218384,1.1375095844268799,-0.28999999165534973,0.0,0.0,0,0
78,District,district,4.710000038146973,0.3916364908218384,1.1375095844268799,-0.28999999165534973,0.0,,0,0
79,Building_1,building,4.361249923706055,0.3626379370689392,1.0532830953598022,-0.13875000178813934,0.0,0.0,0,0
79,District,district,4.361249923706055,0.3626379370689392,1.0532830953598022,-0.13875000178813934,0.0,,0,0
80,Building_1,building,5.385000228881836,0.44776275753974915,1.3117272853851318,-0.11500000208616257,0.0,0.0,0,0
80,District,district,5.385000228881836,0.44776275753974915,1.3117272853851318,-0.11500000208616257,0.0,,0,0
81,Building_1,building,5.711249828338623,0.47489041090011597,1.3911981582641602,-0.038750000298023224,0.0,0.0,0,0
81,District,district,5.711249828338623,0.47489041090011597,1.3911981582641602,-0.038750000298023224,0.0,,0,0
82,Building_1,building,4.497499942779541,0.37396711111068726,1.0955419540405273,-0.0024999999441206455,0.0,0.0,0,0
82,District,district,4.497499942779541,0.37396711111068726,1.0955419540405273,-0.0024999999441206455,0.0,,0,0
83,Building_1,building,4.5,0.3741750121116638,1.0961508750915527,-0.0,0.0,0.0,0,0
83,District,district,4.5,0.3741750121116638,1.0961508750915527,0.0,0.0,,0,0
84,Building_1,building,4.0,0.3325999975204468,0.9629567861557007,-0.0,0.0,0.0,0,0
84,District,district,4.0,0.3325999975204468,0.9629567861557007,0.0,0.0,,0,0
85,Building_1,building,3.75,0.31181249022483826,0.9027720093727112,-0.0,0.0,0.0,0,0
85,District,district,3.75,0.31181249022483826,0.9027720093727112,0.0,0.0,,0,0
86,Building_1,building,3.75,0.31181249022483826,0.9027720093727112,-0.0,0.0,0.0,0,0
86,District,district,3.75,0.31181249022483826,0.9027720093727112,0.0,0.0,,0,0
87,Building_1,building,4.0,0.3325999975204468,0.9629567861557007,-0.0,0.0,0.0,0,0
87,District,district,4.0,0.3325999975204468,0.9629567861557007,0.0,0.0,,0,0
88,Building_1,building,4.0,0.3325999975204468,0.9170815348625183,-0.0,0.0,0.0,0,0
88,District,district,4.0,0.3325999975204468,0.9170815348625183,0.0,0.0,,0,0
89,Building_1,building,4.0,0.3325999975204468,0.9170815348625183,-0.0,0.0,0.0,0,0
89,District,district,4.0,0.3325999975204468,0.9170815348625183,0.0,0.0,,0,0
90,Building_1,building,4.0,0.3325999975204468,0.9170815348625183,-0.0,0.0,0.0,0,0
90,District,district,4.0,0.3325999975204468,0.9170815348625183,0.0,0.0,,0,0
91,Building_1,building,4.25,0.3533875048160553,0.9743991494178772,-0.0,0.0,0.0,0,0
91,District,district,4.25,0.3533875048160553,0.9743991494178772,0.0,0.0,,0,0
92,Building_1,building,3.75,0.31181249022483826,0.8073552250862122,-0.0,0.0,0.0,0,0
92,District,district,3.75,0.31181249022483826,0.8073552250862122,0.0,0.0,,0,0
93,Building_1,building,4.0,0.3325999975204468,0.8611789345741272,-0.0,0.0,0.0,0,0
93,District,district,4.0,0.3325999975204468,0.8611789345741272,0.0,0.0,,0,0
94,Building_1,building,3.5,0.29102498292922974,0.7535315752029419,-0.0,0.0,0.0,0,0
94,District,district,3.5,0.29102498292922974,0.7535315752029419,0.0,0.0,,0,0
95,Building_1,building,2.75,0.22866249084472656,0.5920605063438416,-0.0,0.0,0.0,0,0
95,District,district,2.75,0.22866249084472656,0.5920605063438416,0.0,0.0,,0,0
96,Building_1,building,2.75,0.22866249084472656,0.5268418788909912,-0.0,0.0,0.0,0,0
96,District,district,2.75,0.22866249084472656,0.5268418788909912,0.0,0.0,,0,0
97,Building_1,building,3.0,0.24944999814033508,0.5747365951538086,-0.0,0.0,0.0,0,0
97,District,district,3.0,0.24944999814033508,0.5747365951538086,0.0,0.0,,0,0
98,Building_1,building,3.0,0.24944999814033508,0.5747365951538086,-0.0,0.0,0.0,0,0
98,District,district,3.0,0.24944999814033508,0.5747365951538086,0.0,0.0,,0,0
99,Building_1,building,3.0,0.24944999814033508,0.5747365951538086,-0.0,0.0,0.0,0,0
99,District,district,3.0,0.24944999814033508,0.5747365951538086,0.0,0.0,,0,0
100,Building_1,building,3.25,0.2702375054359436,0.5613192319869995,-0.0,0.0,0.0,0,0
100,District,district,3.25,0.2702375054359436,0.5613192319869995,0.0,0.0,,0,0
101,Building_1,building,3.0,0.24944999814033508,0.5181407928466797,-0.0,0.0,0.0,0,0
101,District,district,3.0,0.24944999814033508,0.5181407928466797,0.0,0.0,,0,0
102,Building_1,building,3.25,0.2702375054359436,0.5613192319869995,-0.0,0.0,0.0,0,0
102,District,district,3.25,0.2702375054359436,0.5613192319869995,0.0,0.0,,0,0
103,Building_1,building,3.75,0.31181249022483826,0.6476760506629944,-0.0,0.0,0.0,0,0
103,District,district,3.75,0.31181249022483826,0.6476760506629944,0.0,0.0,,0,0
104,Building_1,building,3.75,0.3184875249862671,0.6255648732185364,-0.0,0.0,0.0,0,0
104,District,district,3.75,0.3184875249862671,0.6255648732185364,0.0,0.0,,0,0
105,Building_1,building,3.75,0.3184875249862671,0.6255648732185364,-0.0,0.0,0.0,0,0
105,District,district,3.75,0.3184875249862671,0.6255648732185364,0.0,0.0,,0,0
106,Building_1,building,4.0,0.3397200107574463,0.6672691702842712,-0.0,0.0,0.0,0,0
106,District,district,4.0,0.3397200107574463,0.6672691702842712,0.0,0.0,,0,0
107,Building_1,building,4.0,0.3397200107574463,0.6672691702842712,-0.0,0.0,0.0,0,0
107,District,district,4.0,0.3397200107574463,0.6672691702842712,0.0,0.0,,0,0
108,Building_1,building,4.5,0.3821850121021271,0.7358784675598145,-0.0,0.0,0.0,0,0
108,District,district,4.5,0.3821850121021271,0.7358784675598145,0.0,0.0,,0,0
109,Building_1,building,4.0,0.3397200107574463,0.6541141867637634,-0.0,0.0,0.0,0,0
109,District,district,4.0,0.3397200107574463,0.6541141867637634,0.0,0.0,,0,0
110,Building_1,building,3.75,0.3184875249862671,0.6132320761680603,-0.0,0.0,0.0,0,0
110,District,district,3.75,0.3184875249862671,0.6132320761680603,0.0,0.0,,0,0
111,Building_1,building,3.75,0.3184875249862671,0.6132320761680603,-0.0,0.0,0.0,0,0
111,District,district,3.75,0.3184875249862671,0.6132320761680603,0.0,0.0,,0,0
112,Building_1,building,3.5,0.2972550094127655,0.5688592791557312,-0.0,0.0,0.0,0,0
112,District,district,3.5,0.2972550094127655,0.5688592791557312,0.0,0.0,,0,0
113,Building_1,building,3.0,0.2547900080680847,0.4875936806201935,-0.0,0.0,0.0,0,0
113,District,district,3.0,0.2547900080680847,0.4875936806201935,0.0,0.0,,0,0
114,Building_1,building,3.0,0.2547900080680847,0.4875936806201935,-0.0,0.0,0.0,0,0
114,District,district,3.0,0.2547900080680847,0.4875936806201935,0.0,0.0,,0,0
115,Building_1,building,2.5,0.21232500672340393,0.40632808208465576,-0.0,0.0,0.0,0,0
115,District,district,2.5,0.21232500672340393,0.40632808208465576,0.0,0.0,,0,0
116,Building_1,building,2.75,0.23355750739574432,0.4602365493774414,-0.0,0.0,0.0,0,0
116,District,district,2.75,0.23355750739574432,0.4602365493774414,0.0,0.0,,0,0
117,Building_1,building,3.7462499141693115,0.3181690275669098,0.6269676685333252,-0.0037499999161809683,0.0,0.0,0,0
117,District,district,3.7462499141693115,0.3181690275669098,0.6269676685333252,-0.0037499999161809683,0.0,,0,0
118,Building_1,building,2.703749895095825,0.2296294867992401,0.45249617099761963,-0.04625000059604645,0.0,0.0,0,0
118,District,district,2.703749895095825,0.2296294867992401,0.45249617099761963,-0.04625000059604645,0.0,,0,0
119,Building_1,building,2.927500009536743,0.24863258004188538,0.489942729473114,-0.07249999791383743,0.0,0.0,0,0
119,District,district,2.927500009536743,0.24863258004188538,0.489942729473114,-0.07249999791383743,0.0,,0,0
120,Building_1,building,3.391249895095825,0.281982421875,0.5790948867797852,-0.10875000059604645,0.0,0.0,0,0
120,District,district,3.391249895095825,0.281982421875,0.5790948867797852,-0.10875000059604645,0.0,,0,0
121,Building_1,building,3.5875000953674316,0.2983006238937378,0.6126068830490112,-0.16249999403953552,0.0,0.0,0,0
121,District,district,3.5875000953674316,0.2983006238937378,0.6126068830490112,-0.16249999403953552,0.0,,0,0
122,Building_1,building,4.257500171661377,0.3540111482143402,0.7270171046257019,-0.24250000715255737,0.0,0.0,0,0
122,District,district,4.257500171661377,0.3540111482143402,0.7270171046257019,-0.24250000715255737,0.0,,0,0
123,Building_1,building,3.8162500858306885,0.31732118129730225,0.6516685485839844,-0.4337500035762787,0.0,0.0,0,0
123,District,district,3.8162500858306885,0.31732118129730225,0.6516685485839844,-0.4337500035762787,0.0,,0,0
124,Building_1,building,3.807499885559082,0.3700128495693207,0.7001593112945557,-0.6924999952316284,0.0,0.0,0,0
124,District,district,3.807499885559082,0.3700128495693207,0.7001593112945557,-0.6924999952316284,0.0,,0,0
125,Building_1,building,3.930000066757202,0.38191741704940796,0.7226857542991638,-0.8199999928474426,0.0,0.0,0,0
125,District,district,3.930000066757202,0.38191741704940796,0.7226857542991638,-0.8199999928474426,0.0,,0,0
126,Building_1,building,3.2899999618530273,0.3197222054004669,0.6049965023994446,-1.2100000381469727,0.0,0.0,0,0
126,District,district,3.2899999618530273,0.3197222054004669,0.6049965023994446,-1.2100000381469727,0.0,,0,0
127,Building_1,building,4.832499980926514,0.46962234377861023,0.8886460661888123,-0.6675000190734863,0.0,0.0,0,0
127,District,district,4.832499980926514,0.46962234377861023,0.8886460661888123,-0.6675000190734863,0.0,,0,0
128,Building_1,building,5.023749828338623,0.48820802569389343,0.9937224984169006,-0.7262499928474426,0.0,0.0,0,0
128,District,district,5.023749828338623,0.48820802569389343,0.9937224984169006,-0.7262499928474426,0.0,,0,0
129,Building_1,building,5.793750286102295,0.5630366802215576,1.1460323333740234,-0.7137500047683716,0.0,0.0,0,0
129,District,district,5.793750286102295,0.5630366802215576,1.1460323333740234,-0.7137500047683716,0.0,,0,0
130,Building_1,building,4.297500133514404,0.417631059885025,0.8500667214393616,-1.2949999570846558,0.0,0.0,0,0
130,District,district,4.297500133514404,0.417631059885025,0.8500667214393616,-1.2949999570846558,0.0,,0,0
131,Building_1,building,3.9549999237060547,0.3843469023704529,0.7823184728622437,-1.440000057220459,0.0,0.0,0,0
131,District,district,3.9549999237060547,0.3843469023704529,0.7823184728622437,-1.440000057220459,0.0,,0,0
132,Building_1,building,4.782500267028809,0.4647633731365204,1.0082886219024658,-1.434999942779541,0.0,0.0,0,0
132,District,district,4.782500267028809,0.4647633731365204,1.0082886219024658,-1.434999942779541,0.0,,0,0
133,Building_1,building,3.836249828338623,0.37280675768852234,0.8087918162345886,-1.4887499809265137,0.0,0.0,0,0
133,District,district,3.836249828338623,0.37280675768852234,0.8087918162345886,-1.4887499809265137,0.0,,0,0
134,Building_1,building,2.5375001430511475,0.2574547827243805,0.5349780321121216,-2.197499990463257,0.0,0.0,0,0
134,District,district,2.5375001430511475,0.2574547827243805,0.5349780321121216,-2.197499990463257,0.0,,0,0
135,Building_1,building,3.1999998092651367,0.32467198371887207,0.6746520400047302,-2.4175000190734863,0.0,0.0,0,0
135,District,district,3.1999998092651367,0.32467198371887207,0.6746520400047302,-2.4175000190734863,0.0,,0,0
136,Building_1,building,5.185000419616699,0.5260701775550842,1.1582058668136597,-2.200000047683716,0.0,0.0,0,0
136,District,district,5.185000419616699,0.5260701775550842,1.1582058668136597,-2.200000047683716,0.0,,0,0
