time_step,name,level,net_electricity_consumption_kwh,net_electricity_consumption_cost,net_electricity_consumption_emission_kgco2,solar_generation_kwh,bess_electricity_consumption_kwh,bess_soc,ev_charger_electricity_consumption_kwh,deferrable_appliance_electricity_consumption_kwh
1219,District,district,6.639999866485596,0.6452751755714417,1.3812204599380493,-0.8799999952316284,0.0,,0,0
1220,Building_1,building,6.996666431427002,0.6799360513687134,1.4649772644042969,-0.6883333325386047,0.0,0.0,0,0
1220,District,district,6.996666431427002,0.6799360513687134,1.4649772644042969,-0.6883333325386047,0.0,,0,0
1221,Building_1,building,6.935000419616699,0.6739433407783508,1.4520654678344727,-0.6549999713897705,0.0,0.0,0,0
1221,District,district,6.935000419616699,0.6739433407783508,1.4520654678344727,-0.6549999713897705,0.0,,0,0
1222,Building_1,building,6.410000324249268,0.6229238510131836,1.3421398401260376,-0.6200000047683716,0.0,0.0,0,0
1222,District,district,6.410000324249268,0.6229238510131836,1.3421398401260376,-0.6200000047683716,0.0,,0,0
1223,Building_1,building,6.521666526794434,0.6337755918502808,1.365520715713501,-0.4933333396911621,0.0,0.0,0,0
1223,District,district,6.521666526794434,0.6337755918502808,1.365520715713501,-0.4933333396911621,0.0,,0,0
1224,Building_1,building,6.610833168029785,0.6424407958984375,1.4087939262390137,-0.3891666531562805,0.0,0.0,0,0
1224,District,district,6.610833168029785,0.6424407958984375,1.4087939262390137,-0.3891666531562805,0.0,,0,0
1225,Building_1,building,6.429999828338623,0.6248673796653748,1.3702576160430908,-0.3199999928474426,0.0,0.0,0,0
1225,District,district,6.429999828338623,0.6248673796653748,1.3702576160430908,-0.3199999928474426,0.0,,0,0
1226,Building_1,building,6.699166774749756,0.6796974539756775,1.427618145942688,-0.3008333444595337,0.0,0.0,0,0
1226,District,district,6.699166774749756,0.6796974539756775,1.427618145942688,-0.3008333444595337,0.0,,0,0
1227,Building_1,building,6.211666584014893,0.6302357316017151,1.3237299919128418,-0.28833332657814026,0.0,0.0,0,0
1227,District,district,6.211666584014893,0.6302357316017151,1.3237299919128418,-0.28833332657814026,0.0,,0,0
1228,Building_1,building,5.791666507720947,0.5876225233078003,1.2420721054077148,-0.2083333283662796,0.0,0.0,0,0
1228,District,district,5.791666507720947,0.5876225233078003,1.2420721054077148,-0.2083333283662796,0.0,,0,0
1229,Building_1,building,5.09499979019165,0.5169386863708496,1.0926660299301147,-0.1550000011920929,0.0,0.0,0,0
1229,District,district,5.09499979019165,0.5169386863708496,1.0926660299301147,-0.1550000011920929,0.0,,0,0
1230,Building_1,building,5.380833148956299,0.5459393262863159,1.1539653539657593,-0.11916666477918625,0.0,0.0,0,0
1230,District,district,5.380833148956299,0.5459393262863159,1.1539653539657593,-0.11916666477918625,0.0,,0,0
1231,Building_1,building,5.409999847412109,0.5488985776901245,1.1602203845977783,-0.09000000357627869,0.0,0.0,0,0
1231,District,district,5.409999847412109,0.5488985776901245,1.1602203845977783,-0.09000000357627869,0.0,,0,0
1232,Building_1,building,5.938333511352539,0.6025033593177795,1.2254647016525269,-0.061666667461395264,0.0,0.0,0,0
1232,District,district,5.938333511352539,0.6025033593177795,1.2254647016525269,-0.061666667461395264,0.0,,0,0
1233,Building_1,building,5.46999979019165,0.5549861788749695,1.1288169622421265,-0.029999999329447746,0.0,0.0,0,0
1233,District,district,5.46999979019165,0.5549861788749695,1.1288169622421265,-0.029999999329447746,0.0,,0,0
1234,Building_1,building,4.489999771118164,0.45555537939071655,0.9265791773796082,-0.009999999776482582,0.0,0.0,0,0
1234,District,district,4.489999771118164,0.45555537939071655,0.9265791773796082,-0.009999999776482582,0.0,,0,0
1235,Building_1,building,3.744999885559082,0.37996768951416016,0.772837221622467,-0.004999999888241291,0.0,0.0,0,0
1235,District,district,3.744999885559082,0.37996768951416016,0.772837221622467,-0.004999999888241291,0.0,,0,0
1236,Building_1,building,3.5,0.3401300013065338,0.6960259675979614,-0.0,0.0,0.0,0,0
1236,District,district,3.5,0.3401300013065338,0.6960259675979614,0.0,0.0,,0,0
1237,Building_1,building,3.5,0.3401300013065338,0.6960259675979614,-0.0,0.0,0.0,0,0
1237,District,district,3.5,0.3401300013065338,0.6960259675979614,0.0,0.0,,0,0
1238,Building_1,building,3.75,0.36442500352859497,0.74574214220047,-0.0,0.0,0.0,0,0
1238,District,district,3.75,0.36442500352859497,0.74574214220047,0.0,0.0,,0,0
1239,Building_1,building,4.25,0.4130150079727173,0.8451743721961975,-0.0,0.0,0.0,0,0
1239,District,district,4.25,0.4130150079727173,0.8451743721961975,0.0,0.0,,0,0
1240,Building_1,building,4.0,0.38872000575065613,0.744777262210846,-0.0,0.0,0.0,0,0
1240,District,district,4.0,0.38872000575065613,0.744777262210846,0.0,0.0,,0,0
1241,Building_1,building,4.25,0.4130150079727173,0.7913258671760559,-0.0,0.0,0.0,0,0
1241,District,district,4.25,0.4130150079727173,0.7913258671760559,0.0,0.0,,0,0
1242,Building_1,building,4.5,0.43731001019477844,0.8378744125366211,-0.0,0.0,0.0,0,0
1242,District,district,4.5,0.43731001019477844,0.8378744125366211,0.0,0.0,,0,0
1243,Building_1,building,3.75,0.36442500352859497,0.698228657245636,-0.0,0.0,0.0,0,0
1243,District,district,3.75,0.36442500352859497,0.698228657245636,0.0,0.0,,0,0
1244,Building_1,building,3.75,0.36442500352859497,0.633031964302063,-0.0,0.0,0.0,0,0
1244,District,district,3.75,0.36442500352859497,0.633031964302063,0.0,0.0,,0,0
1245,Building_1,building,3.5,0.3401300013065338,0.5908298492431641,-0.0,0.0,0.0,0,0
1245,District,district,3.5,0.3401300013065338,0.5908298492431641,0.0,0.0,,0,0
1246,Building_1,building,3.0,0.2915399968624115,0.5064255595207214,-0.0,0.0,0.0,0,0
1246,District,district,3.0,0.2915399968624115,0.5064255595207214,0.0,0.0,,0,0
1247,Building_1,building,2.75,0.26724499464035034,0.4642234444618225,-0.0,0.0,0.0,0,0
1247,District,district,2.75,0.26724499464035034,0.4642234444618225,0.0,0.0,,0,0
1248,Building_1,building,2.25,0.1870875060558319,0.32259413599967957,-0.0,0.0,0.0,0,0
1248,District,district,2.25,0.1870875060558319,0.32259413599967957,0.0,0.0,,0,0
1249,Building_1,building,2.5,0.20787499845027924,0.3584379255771637,-0.0,0.0,0.0,0,0
1249,District,district,2.5,0.20787499845027924,0.3584379255771637,0.0,0.0,,0,0
1250,Building_1,building,2.5,0.20787499845027924,0.3584379255771637,-0.0,0.0,0.0,0,0
1250,District,district,2.5,0.20787499845027924,0.3584379255771637,0.0,0.0,,0,0
1251,Building_1,building,2.5,0.20787499845027924,0.3584379255771637,-0.0,0.0,0.0,0,0
1251,District,district,2.5,0.20787499845027924,0.3584379255771637,0.0,0.0,,0,0
1252,Building_1,building,2.5,0.20787499845027924,0.34767672419548035,-0.0,0.0,0.0,0,0
1252,District,district,2.5,0.20787499845027924,0.34767672419548035,0.0,0.0,,0,0
1253,Building_1,building,2.25,0.1870875060558319,0.3129090666770935,-0.0,0.0,0.0,0,0
1253,District,district,2.25,0.1870875060558319,0.3129090666770935,0.0,0.0,,0,0
1254,Building_1,building,3.0,0.24944999814033508,0.4172120690345764,-0.0,0.0,0.0,0,0
1254,District,district,3.0,0.24944999814033508,0.4172120690345764,0.0,0.0,,0,0
1255,Building_1,building,3.5,0.29102498292922974,0.4867474138736725,-0.0,0.0,0.0,0,0
1255,District,district,3.5,0.29102498292922974,0.4867474138736725,0.0,0.0,,0,0
1256,Building_1,building,3.75,0.3184875249862671,0.5119752883911133,-0.0,0.0,0.0,0,0
1256,District,district,3.75,0.3184875249862671,0.5119752883911133,0.0,0.0,,0,0
1257,Building_1,building,3.75,0.3184875249862671,0.5119752883911133,-0.0,0.0,0.0,0,0
1257,District,district,3.75,0.3184875249862671,0.5119752883911133,0.0,0.0,,0,0
1258,Building_1,building,4.0,0.3397200107574463,0.5461069941520691,-0.0,0.0,0.0,0,0
1258,District,district,4.0,0.3397200107574463,0.5461069941520691,0.0,0.0,,0,0
1259,Building_1,building,4.25,0.3609524965286255,0.5802386999130249,-0.0,0.0,0.0,0,0
1259,District,district,4.25,0.3609524965286255,0.5802386999130249,0.0,0.0,,0,0
1260,Building_1,building,4.25,0.3609524965286255,0.5646353960037231,-0.0,0.0,0.0,0,0
1260,District,district,4.25,0.3609524965286255,0.5646353960037231,0.0,0.0,,0,0
1261,Building_1,building,3.75,0.3184875249862671,0.498207688331604,-0.0,0.0,0.0,0,0
1261,District,district,3.75,0.3184875249862671,0.498207688331604,0.0,0.0,,0,0
1262,Building_1,building,3.5,0.2972550094127655,0.46499383449554443,-0.0,0.0,0.0,0,0
1262,District,district,3.5,0.2972550094127655,0.46499383449554443,0.0,0.0,,0,0
1263,Building_1,building,3.5,0.2972550094127655,0.46499383449554443,-0.0,0.0,0.0,0,0
1263,District,district,3.5,0.2972550094127655,0.46499383449554443,0.0,0.0,,0,0
1264,Building_1,building,3.0,0.2547900080680847,0.3981819152832031,-0.0,0.0,0.0,0,0
1264,District,district,3.0,0.2547900080680847,0.3981819152832031,0.0,0.0,,0,0
1265,Building_1,building,2.75,0.23355750739574432,0.3650000989437103,-0.0,0.0,0.0,0,0
1265,District,district,2.75,0.23355750739574432,0.3650000989437103,0.0,0.0,,0,0
1266,Building_1,building,2.75,0.23355750739574432,0.3650000989437103,-0.0,0.0,0.0,0,0
1266,District,district,2.75,0.23355750739574432,0.3650000989437103,0.0,0.0,,0,0
1267,Building_1,building,2.5,0.21232500672340393,0.33181828260421753,-0.0,0.0,0.0,0,0
1267,District,district,2.5,0.21232500672340393,0.33181828260421753,0.0,0.0,,0,0
1268,Building_1,building,2.75,0.23355750739574432,0.3807811737060547,-0.0,0.0,0.0,0,0
1268,District,district,2.75,0.23355750739574432,0.3807811737060547,0.0,0.0,,0,0
1269,Building_1,building,3.2358334064483643,0.27481934428215027,0.4480525255203247,-0.014166667126119137,0.0,0.0,0,0
1269,District,district,3.2358334064483643,0.27481934428215027,0.4480525255203247,-0.014166667126119137,0.0,,0,0
1270,Building_1,building,2.7141666412353516,0.23051418364048004,0.37581947445869446,-0.03583333268761635,0.0,0.0,0,0
1270,District,district,2.7141666412353516,0.23051418364048004,0.37581947445869446,-0.03583333268761635,0.0,,0,0
1271,Building_1,building,2.424999952316284,0.20595525205135345,0.33577975630760193,-0.07500000298023224,0.0,0.0,0,0
1271,District,district,2.424999952316284,0.20595525205135345,0.33577975630760193,-0.07500000298023224,0.0,,0,0
1272,Building_1,building,3.115000009536743,0.25901225209236145,0.4470469653606415,-0.13500000536441803,0.0,0.0,0,0
1272,District,district,3.115000009536743,0.25901225209236145,0.4470469653606415,-0.13500000536441803,0.0,,0,0
1273,Building_1,building,3.2341666221618652,0.2689209580421448,0.4641490876674652,-0.2658333480358124,0.0,0.0,0,0
1273,District,district,3.2341666221618652,0.2689209580421448,0.4641490876674652,-0.2658333480358124,0.0,,0,0
1274,Building_1,building,3.490833282470703,0.29026278853416443,0.5009844303131104,-0.5091666579246521,0.0,0.0,0,0
1274,District,district,3.490833282470703,0.29026278853416443,0.5009844303131104,-0.5091666579246521,0.0,,0,0
1275,Building_1,building,2.993333339691162,0.24889566004276276,0.4295860528945923,-0.7566666603088379,0.0,0.0,0,0
1275,District,district,2.993333339691162,0.24889566004276276,0.4295860528945923,-0.7566666603088379,0.0,,0,0
1276,Building_1,building,2.93583345413208,0.28530430793762207,0.4620058238506317,-1.0641666650772095,0.0,0.0,0,0
1276,District,district,2.93583345413208,0.28530430793762207,0.4620058238506317,-1.0641666650772095,0.0,,0,0
1277,Building_1,building,3.2166666984558105,0.3125956654548645,0.5061999559402466,-1.2833333015441895,0.0,0.0,0,0
1277,District,district,3.2166666984558105,0.3125956654548645,0.5061999559402466,-1.2833333015441895,0.0,,0,0
1278,Building_1,building,3.0833334922790527,0.2996383607387543,0.4852175712585449,-1.4166666269302368,0.0,0.0,0,0
1278,District,district,3.0833334922790527,0.2996383607387543,0.4852175712585449,-1.4166666269302368,0.0,,0,0
1279,Building_1,building,4.391666412353516,0.42678216099739075,0.6911071538925171,-1.3583333492279053,0.0,0.0,0,0
1279,District,district,4.391666412353516,0.42678216099739075,0.6911071538925171,-1.3583333492279053,0.0,,0,0
1280,Building_1,building,3.818333387374878,0.3710656464099884,0.6528483629226685,-1.431666612625122,0.0,0.0,0,0
1280,District,district,3.818333387374878,0.3710656464099884,0.6528483629226685,-1.431666612625122,0.0,,0,0
1281,Building_1,building,4.323333263397217,0.4201415181159973,0.7391918897628784,-1.71916663646698,0.0,0.0,0,0
1281,District,district,4.323333263397217,0.4201415181159973,0.7391918897628784,-1.71916663646698,0.0,,0,0
1282,Building_1,building,4.302500247955322,0.4181169867515564,0.7356299161911011,-1.8049999475479126,0.0,0.0,0,0
1282,District,district,4.302500247955322,0.4181169867515564,0.7356299161911011,-1.8049999475479126,0.0,,0,0
1283,Building_1,building,4.06416654586792,0.39495572447776794,0.6948802471160889,-1.9108333587646484,0.0,0.0,0,0
1283,District,district,4.06416654586792,0.39495572447776794,0.6948802471160889,-1.9108333587646484,0.0,,0,0
1284,Building_1,building,4.639166831970215,0.4508342444896698,0.8451204895973206,-2.0158333778381348,0.0,0.0,0,0
1284,District,district,4.639166831970215,0.4508342444896698,0.8451204895973206,-2.0158333778381348,0.0,,0,0
1285,Building_1,building,4.079166889190674,0.3964134454727173,0.743104875087738,-2.2183332443237305,0.0,0.0,0,0
1285,District,district,4.079166889190674,0.3964134454727173,0.743104875087738,-2.2183332443237305,0.0,,0,0
1286,Building_1,building,4.0416669845581055,0.41006752848625183,0.7362735271453857,-2.4858334064483643,0.0,0.0,0,0
1286,District,district,4.0416669845581055,0.41006752848625183,0.7362735271453857,-2.4858334064483643,0.0,,0,0
1287,Building_1,building,4.293333053588867,0.4356015920639038,0.7821196913719177,-2.7266666889190674,0.0,0.0,0,0
1287,District,district,4.293333053588867,0.4356015920639038,0.7821196913719177,-2.7266666889190674,0.0,,0,0
1288,Building_1,building,2.9183335304260254,0.2960941195487976,0.5663107633590698,-3.0241665840148926,0.0,0.0,0,0
1288,District,district,2.9183335304260254,0.2960941195487976,0.5663107633590698,-3.0241665840148926,0.0,,0,0
1289,Building_1,building,2.0625,0.20926125347614288,0.4002338647842407,-3.2874999046325684,0.0,0.0,0,0
1289,District,district,2.0625,0.20926125347614288,0.4002338647842407,-3.2874999046325684,0.0,,0,0
1290,Building_1,building,1.9908332824707031,0.20198994874954224,0.38632673025131226,-3.259166717529297,0.0,0.0,0,0
1290,District,district,1.9908332824707031,0.20198994874954224,0.38632673025131226,-3.259166717529297,0.0,,0,0
1291,Building_1,building,5.024166584014893,0.5097519755363464,0.9749535322189331,-2.050833225250244,0.0,0.0,0,0
1291,District,district,5.024166584014893,0.5097519755363464,0.9749535322189331,-2.050833225250244,0.0,,0,0
1292,Building_1,building,3.055000066757202,0.3099603056907654,0.6375451683998108,-2.740000009536743,0.0,0.0,0,0
1292,District,district,3.055000066757202,0.3099603056907654,0.6375451683998108,-2.740000009536743,0.0,,0,0
1293,Building_1,building,2.9124996662139893,0.2955022156238556,0.607806921005249,-3.202500104904175,0.0,0.0,0,0
1293,District,district,2.9124996662139893,0.2955022156238556,0.607806921005249,-3.202500104904175,0.0,,0,0
1294,Building_1,building,3.8349997997283936,0.3890990912914276,0.8003226518630981,-2.9725000858306885,0.0,0.0,0,0
1294,District,district,3.8349997997283936,0.3890990912914276,0.8003226518630981,-2.9725000858306885,0.0,,0,0
1295,Building_1,building,4.765000343322754,0.48345693945884705,0.994403600692749,-2.492500066757202,0.0,0.0,0,0
1295,District,district,4.765000343322754,0.48345693945884705,0.994403600692749,-2.492500066757202,0.0,,0,0
1296,Building_1,building,3.6491665840148926,0.35462599992752075,0.7614530920982361,-2.493333339691162,0.0,0.0,0,0
1296,District,district,3.6491665840148926,0.35462599992752075,0.7614530920982361,-2.493333339691162,0.0,,0,0
1297,Building_1,building,3.1758334636688232,0.30862748622894287,0.6626850366592407,-2.681666612625122,0.0,0.0,0,0
1297,District,district,3.1758334636688232,0.30862748622894287,0.6626850366592407,-2.681666612625122,0.0,,0,0
1298,Building_1,building,3.2316665649414062,0.31405335664749146,0.6743354797363281,-2.948333263397217,0.0,0.0,0,0
1298,District,district,3.2316665649414062,0.31405335664749146,0.6743354797363281,-2.948333263397217,0.0,,0,0
1299,Building_1,building,2.2699997425079346,0.22059857845306396,0.4736693203449249,-3.140000104904175,0.0,0.0,0,0
1299,District,district,2.2699997425079346,0.22059857845306396,0.4736693203449249,-3.140000104904175,0.0,,0,0
1300,Building_1,building,2.009166717529297,0.19525082409381866,0.4216763973236084,-3.370833396911621,0.0,0.0,0,0
1300,District,district,2.009166717529297,0.19525082409381866,0.4216763973236084,-3.370833396911621,0.0,,0,0
1301,Building_1,building,1.6924998760223389,0.16447713971138,0.35521551966667175,-3.569999933242798,0.0,0.0,0,0
1301,District,district,1.6924998760223389,0.16447713971138,0.35521551966667175,-3.569999933242798,0.0,,0,0
1302,Building_1,building,1.5825002193450928,0.15378737449645996,0.33212921023368835,-3.444999933242798,0.0,0.0,0,0
1302,District,district,1.5825002193450928,0.15378737449645996,0.33212921023368835,-3.444999933242798,0.0,,0,0
1303,Building_1,building,1.6466667652130127,0.16002307832241058,0.3455962538719177,-2.180833339691162,0.0,0.0,0,0
1303,District,district,1.6466667652130127,0.16002307832241058,0.3455962538719177,-2.180833339691162,0.0,,0,0
1304,Building_1,building,1.3475000858306885,0.13095006346702576,0.29303112626075745,-2.827500104904175,0.0,0.0,0,0
1304,District,district,1.3475000858306885,0.13095006346702576,0.29303112626075745,-2.827500104904175,0.0,,0,0
1305,Building_1,building,0.46916675567626953,0.04559362679719925,0.1020263060927391,-3.2308332920074463,0.0,0.0,0,0
1305,District,district,0.46916675567626953,0.04559362679719925,0.1020263060927391,-3.2308332920074463,0.0,,0,0
1306,Building_1,building,1.808333396911621,0.17573384940624237,0.3932451903820038,-2.944166660308838,0.0,0.0,0,0
1306,District,district,1.808333396911621,0.17573384940624237,0.3932451903820038,-2.944166660308838,0.0,,0,0
1307,Building_1,building,2.3274998664855957,0.22618643939495087,0.5061445832252502,-2.4175000190734863,0.0,0.0,0,0
1307,District,district,2.3274998664855957,0.22618643939495087,0.5061445832252502,-2.4175000190734863,0.0,,0,0
1308,Building_1,building,3.8241665363311768,0.37163251638412476,0.8435207605361938,-2.3583333492279053,0.0,0.0,0,0
1308,District,district,3.8241665363311768,0.37163251638412476,0.8435207605361938,-2.3583333492279053,0.0,,0,0
1309,Building_1,building,3.2241666316986084,0.313324511051178,0.7111749649047852,-2.4158332347869873,0.0,0.0,0,0
1309,District,district,3.2241666316986084,0.313324511051178,0.7111749649047852,-2.4158332347869873,0.0,,0,0
1310,Building_1,building,3.9483330249786377,0.3836989998817444,0.8709089159965515,-2.439166784286499,0.0,0.0,0,0
1310,District,district,3.9483330249786377,0.3836989998817444,0.8709089159965515,-2.439166784286499,0.0,,0,0
1311,Building_1,building,2.856666326522827,0.2776108384132385,0.6301130652427673,-2.383333444595337,0.0,0.0,0,0
1311,District,district,2.856666326522827,0.2776108384132385,0.6301130652427673,-2.383333444595337,0.0,,0,0
1312,Building_1,building,3.4833333492279053,0.33851033449172974,0.775318443775177,-2.306666612625122,0.0,0.0,0,0
1312,District,district,3.4833333492279053,0.33851033449172974,0.775318443775177,-2.306666612625122,0.0,,0,0
1313,Building_1,building,3.310833215713501,0.3217467665672302,0.7369234561920166,-2.2866666316986084,0.0,0.0,0,0
1313,District,district,3.310833215713501,0.3217467665672302,0.7369234561920166,-2.2866666316986084,0.0,,0,0
1314,Building_1,building,3.0291664600372314,0.29437440633773804,0.6742302775382996,-2.0283334255218506,0.0,0.0,0,0
1314,District,district,3.0291664600372314,0.29437440633773804,0.6742302775382996,-2.0283334255218506,0.0,,0,0
1315,Building_1,building,6.317500114440918,0.6139346957206726,1.4061458110809326,-0.8224999904632568,0.0,0.0,0,0
1315,District,district,6.317500114440918,0.6139346957206726,1.4061458110809326,-0.8224999904632568,0.0,,0,0
1316,Building_1,building,6.366666316986084,0.6187126636505127,1.3988076448440552,-1.3958333730697632,0.0,0.0,0,0
1316,District,district,6.366666316986084,0.6187126636505127,1.3988076448440552,-1.3958333730697632,0.0,,0,0
1317,Building_1,building,4.851666450500488,0.4714849591255188,1.0659500360488892,-1.5258333683013916,0.0,0.0,0,0
1317,District,district,4.851666450500488,0.4714849591255188,1.0659500360488892,-1.5258333683013916,0.0,,0,0
1318,Building_1,building,6.597499847412109,0.6411450505256653,1.449523687362671,-1.1749999523162842,0.0,0.0,0,0
1318,District,district,6.597499847412109,0.6411450505256653,1.449523687362671,-1.1749999523162842,0.0,,0,0
1319,Building_1,building,6.918333530426025,0.6723236441612244,1.520013451576233,-0.5816666483879089,0.0,0.0,0,0
1319,District,district,6.918333530426025,0.6723236441612244,1.520013451576233,-0.5816666483879089,0.0,,0,0
1320,Building_1,building,6.272500038146973,0.609561562538147,1.3590933084487915,-0.47749999165534973,0.0,0.0,0,0
1320,District,district,6.272500038146973,0.609561562538147,1.3590933084487915,-0.47749999165534973,0.0,,0,0
1321,Building_1,building,6.7866668701171875,0.6595283150672913,1.4705003499984741,-0.4633333384990692,0.0,0.0,0,0
1321,District,district,6.7866668701171875,0.6595283150672913,1.4705003499984741,-0.4633333384990692,0.0,,0,0
1322,Building_1,building,6.537499904632568,0.6632947325706482,1.416512131690979,-0.4625000059604645,0.0,0.0,0,0
1322,District,district,6.537499904632568,0.6632947325706482,1.416512131690979,-0.4625000059604645,0.0,,0,0
1323,Building_1,building,6.336666584014893,0.6429182291030884,1.3729965686798096,-0.41333332657814026,0.0,0.0,0,0
1323,District,district,6.336666584014893,0.6429182291030884,1.3729965686798096,-0.41333332657814026,0.0,,0,0
1324,Building_1,building,6.1533331871032715,0.6243172287940979,1.317108154296875,-0.3466666638851166,0.0,0.0,0,0
1324,District,district,6.1533331871032715,0.6243172287940979,1.317108154296875,-0.3466666638851166,0.0,,0,0
1325,Building_1,building,5.21750020980835,0.5293675661087036,1.1167950630187988,-0.2824999988079071,0.0,0.0,0,0
1325,District,district,5.21750020980835,0.5293675661087036,1.1167950630187988,-0.2824999988079071,0.0,,0,0
1326,Building_1,building,5.06416654586792,0.5138103365898132,1.0839742422103882,-0.18583333492279053,0.0,0.0,0,0
1326,District,district,5.06416654586792,0.5138103365898132,1.0839742422103882,-0.18583333492279053,0.0,,0,0
1327,Building_1,building,5.119999885559082,0.5194752216339111,1.095925211906433,-0.12999999523162842,0.0,0.0,0,0
1327,District,district,5.119999885559082,0.5194752216339111,1.095925211906433,-0.12999999523162842,0.0,,0,0
1328,Building_1,building,5.912499904632568,0.5998822450637817,1.265089988708496,-0.08749999850988388,0.0,0.0,0,0
1328,District,district,5.912499904632568,0.5998822450637817,1.265089988708496,-0.08749999850988388,0.0,,0,0
1329,Building_1,building,5.957499980926514,0.6044479608535767,1.2747185230255127,-0.042500000447034836,0.0,0.0,0,0
1329,District,district,5.957499980926514,0.6044479608535767,1.2747185230255127,-0.042500000447034836,0.0,,0,0
1330,Building_1,building,5.242499828338623,0.5319040417671204,1.121730923652649,-0.007499999832361937,0.0,0.0,0,0
1330,District,district,5.242499828338623,0.5319040417671204,1.121730923652649,-0.007499999832361937,0.0,,0,0
1331,Building_1,building,5.25,0.5326650142669678,1.1233357191085815,-0.0,0.0,0.0,0,0
1331,District,district,5.25,0.5326650142669678,1.1233357191085815,0.0,0.0,,0,0
1332,Building_1,building,4.0,0.38872000575065613,0.8611514568328857,-0.0,0.0,0.0,0,0
1332,District,district,4.0,0.38872000575065613,0.8611514568328857,0.0,0.0,,0,0
1333,Building_1,building,3.5,0.3401300013065338,0.7535074949264526,-0.0,0.0,0.0,0,0
1333,District,district,3.5,0.3401300013065338,0.7535074949264526,0.0,0.0,,0,0
1334,Building_1,building,4.0,0.38872000575065613,0.8611514568328857,-0.0,0.0,0.0,0,0
1334,District,district,4.0,0.38872000575065613,0.8611514568328857,0.0,0.0,,0,0
1335,Building_1,building,4.25,0.4130150079727173,0.9149734377861023,-0.0,0.0,0.0,0,0
1335,District,district,4.25,0.4130150079727173,0.9149734377861023,0.0,0.0,,0,0
1336,Building_1,building,4.25,0.4130150079727173,0.8249784708023071,-0.0,0.0,0.0,0,0
1336,District,district,4.25,0.4130150079727173,0.8249784708023071,0.0,0.0,,0,0
1337,Building_1,building,4.0,0.38872000575065613,0.7764503359794617,-0.0,0.0,0.0,0,0
1337,District,district,4.0,0.38872000575065613,0.7764503359794617,0.0,0.0,,0,0
1338,Building_1,building,4.0,0.38872000575065613,0.7764503359794617,-0.0,0.0,0.0,0,0
1338,District,district,4.0,0.38872000575065613,0.7764503359794617,0.0,0.0,,0,0
1339,Building_1,building,3.75,0.36442500352859497,0.7279222011566162,-0.0,0.0,0.0,0,0
1339,District,district,3.75,0.36442500352859497,0.7279222011566162,0.0,0.0,,0,0
1340,Building_1,building,4.0,0.38872000575065613,0.7151663899421692,-0.0,0.0,0.0,0,0
1340,District,district,4.0,0.38872000575065613,0.7151663899421692,0.0,0.0,,0,0
1341,Building_1,building,3.75,0.36442500352859497,0.6704685091972351,-0.0,0.0,0.0,0,0
1341,District,district,3.75,0.36442500352859497,0.6704685091972351,0.0,0.0,,0,0
1342,Building_1,building,3.25,0.31583499908447266,0.5810726881027222,-0.0,0.0,0.0,0,0
1342,District,district,3.25,0.31583499908447266,0.5810726881027222,0.0,0.0,,0,0
1343,Building_1,building,3.0,0.2915399968624115,0.5363748073577881,-0.0,0.0,0.0,0,0
1343,District,district,3.0,0.2915399968624115,0.5363748073577881,0.0,0.0,,0,0
1344,Building_1,building,2.5,0.20787499845027924,0.41102027893066406,-0.0,0.0,0.0,0,0
1344,District,district,2.5,0.20787499845027924,0.41102027893066406,0.0,0.0,,0,0
1345,Building_1,building,2.75,0.22866249084472656,0.4521223306655884,-0.0,0.0,0.0,0,0
1345,District,district,2.75,0.22866249084472656,0.4521223306655884,0.0,0.0,,0,0
1346,Building_1,building,2.5,0.20787499845027924,0.41102027893066406,-0.0,0.0,0.0,0,0
1346,District,district,2.5,0.20787499845027924,0.41102027893066406,0.0,0.0,,0,0
1347,Building_1,building,2.75,0.22866249084472656,0.4521223306655884,-0.0,0.0,0.0,0,0
1347,District,district,2.75,0.22866249084472656,0.4521223306655884,0.0,0.0,,0,0
1348,Building_1,building,2.25,0.1870875060558319,0.3450379967689514,-0.0,0.0,0.0,0,0
1348,District,district,2.25,0.1870875060558319,0.3450379967689514,0.0,0.0,,0,0
1349,Building_1,building,2.75,0.22866249084472656,0.42171311378479004,-0.0,0.0,0.0,0,0
1349,District,district,2.75,0.22866249084472656,0.42171311378479004,0.0,0.0,,0,0
1350,Building_1,building,3.0,0.24944999814033508,0.46005064249038696,-0.0,0.0,0.0,0,0
1350,District,district,3.0,0.24944999814033508,0.46005064249038696,0.0,0.0,,0,0
1351,Building_1,building,3.75,0.31181249022483826,0.5750633478164673,-0.0,0.0,0.0,0,0
1351,District,district,3.75,0.31181249022483826,0.5750633478164673,0.0,0.0,,0,0
1352,Building_1,building,3.75,0.3184875249862671,0.5703654289245605,-0.0,0.0,0.0,0,0
1352,District,district,3.75,0.3184875249862671,0.5703654289245605,0.0,0.0,,0,0
1353,Building_1,building,4.25,0.3609524965286255,0.6464141607284546,-0.0,0.0,0.0,0,0
1353,District,district,4.25,0.3609524965286255,0.6464141607284546,0.0,0.0,,0,0
1354,Building_1,building,4.25,0.3609524965286255,0.6464141607284546,-0.0,0.0,0.0,0,0
1354,District,district,4.25,0.3609524965286255,0.6464141607284546,0.0,0.0,,0,0
1355,Building_1,building,4.5,0.3821850121021271,0.6844385266304016,-0.0,0.0,0.0,0,0
1355,District,district,4.5,0.3821850121021271,0.6844385266304016,0.0,0.0,,0,0
