timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2025-02-11T21:30:00,4.0,4.0,4.0,-0.0
2025-02-11T21:45:00,4.0,4.0,4.0,-0.0
2025-02-11T22:00:00,4.25,4.25,4.25,-0.0
2025-02-11T22:15:00,4.25,4.25,4.25,-0.0
2025-02-11T22:30:00,4.25,4.25,4.25,-0.0
2025-02-11T22:45:00,4.0,4.0,4.0,-0.0
2025-02-11T23:00:00,3.75,3.75,3.75,-0.0
2025-02-11T23:15:00,4.0,4.0,4.0,-0.0
2025-02-11T23:30:00,3.5,3.5,3.5,-0.0
2025-02-11T23:45:00,3.0,3.0,3.0,-0.0
2025-02-12T00:00:00,2.75,2.75,2.75,-0.0
2025-02-12T00:15:00,2.75,2.75,2.75,-0.0
2025-02-12T00:30:00,2.5,2.5,2.5,-0.0
2025-02-12T00:45:00,2.75,2.75,2.75,-0.0
2025-02-12T01:00:00,2.5,2.5,2.5,-0.0
2025-02-12T01:15:00,2.5,2.5,2.5,-0.0
2025-02-12T01:30:00,2.5,2.5,2.5,-0.0
2025-02-12T01:45:00,2.75,2.75,2.75,-0.0
2025-02-12T02:00:00,2.75,2.75,2.75,-0.0
2025-02-12T02:15:00,2.5,2.5,2.5,-0.0
2025-02-12T02:30:00,3.25,3.25,3.25,-0.0
2025-02-12T02:45:00,3.25,3.25,3.25,-0.0
2025-02-12T03:00:00,3.5,3.5,3.5,-0.0
2025-02-12T03:15:00,3.5,3.5,3.5,-0.0
2025-02-12T03:30:00,3.75,3.75,3.75,-0.0
2025-02-12T03:45:00,4.25,4.25,4.25,-0.0
2025-02-12T04:00:00,3.25,3.25,3.25,-0.0
2025-02-12T04:15:00,3.0,3.0,3.0,-0.0
2025-02-12T04:30:00,2.75,2.75,2.75,-0.0
2025-02-12T04:45:00,2.25,2.25,2.25,-0.0
2025-02-12T05:00:00,2.4600000381469727,2.5,2.5,-0.03999999910593033
2025-02-12T05:15:00,2.6616666316986084,2.75,2.75,-0.08833333104848862
2025-02-12T05:30:00,2.2891666889190674,2.5,2.5,-0.2108333259820938
2025-02-12T05:45:00,2.559999942779541,2.75,2.75,-0.1899999976158142
2025-02-12T06:00:00,3.055000066757202,3.25,3.25,-0.19499999284744263
2025-02-12T06:15:00,2.816666603088379,3.25,3.25,-0.4333333373069763
2025-02-12T06:30:00,3.619999885559082,4.0,4.0,-0.3799999952316284
2025-02-12T06:45:00,2.5808334350585938,3.75,3.75,-1.1691666841506958
2025-02-12T07:00:00,3.239166736602783,4.5,4.5,-1.2608333826065063
2025-02-12T07:15:00,4.869166374206543,6.25,6.25,-1.380833387374878
2025-02-12T07:30:00,4.245833396911621,5.75,5.75,-1.5041667222976685
2025-02-12T07:45:00,3.618333339691162,5.25,5.25,-1.631666660308838
2025-02-12T08:00:00,3.8433332443237305,5.619999885559082,5.619999885559082,-1.7766666412353516
2025-02-12T08:15:00,3.37833309173584,5.264999866485596,5.264999866485596,-1.8866666555404663
2025-02-12T08:30:00,3.315000057220459,5.382500171661377,5.382500171661377,-2.067500114440918
2025-02-12T08:45:00,3.9766669273376465,6.070000171661377,6.070000171661377,-2.0933332443237305
2025-02-12T09:00:00,6.949999809265137,9.085000038146973,9.085000038146973,-2.134999990463257
2025-02-12T09:15:00,3.644166946411133,6.050000190734863,6.050000190734863,-2.4058332443237305
2025-02-12T09:30:00,3.1066665649414062,4.889999866485596,4.889999866485596,-1.7833333015441895
2025-02-12T09:45:00,4.489166736602783,7.257500171661377,7.257500171661377,-2.7683334350585938
2025-02-12T10:00:00,3.491666555404663,6.53249979019165,6.53249979019165,-3.0408332347869873
2025-02-12T10:15:00,3.132499933242798,5.892499923706055,5.892499923706055,-2.759999990463257
2025-02-12T10:30:00,3.0891664028167725,6.262499809265137,6.262499809265137,-3.1733334064483643
2025-02-12T10:45:00,3.7258334159851074,7.144999980926514,7.144999980926514,-3.4191665649414062
2025-02-12T11:00:00,4.190000057220459,7.460000038146973,7.460000038146973,-3.2699999809265137
2025-02-12T11:15:00,3.885833263397217,7.144999980926514,7.144999980926514,-3.259166717529297
2025-02-12T11:30:00,3.9583334922790527,6.820000171661377,6.820000171661377,-2.861666679382324
2025-02-12T11:45:00,4.069999694824219,6.960000038146973,6.960000038146973,-2.890000104904175
2025-02-12T12:00:00,3.1100001335144043,6.070000171661377,6.070000171661377,-2.9600000381469727
2025-02-12T12:15:00,3.7658333778381348,6.667500019073486,6.667500019073486,-2.9016666412353516
2025-02-12T12:30:00,4.070833206176758,6.210000038146973,6.210000038146973,-2.1391665935516357
2025-02-12T12:45:00,3.1691668033599854,6.297500133514404,6.297500133514404,-3.128333330154419
2025-02-12T13:00:00,1.9641668796539307,5.340000152587891,5.340000152587891,-3.37583327293396
2025-02-12T13:15:00,3.1008331775665283,6.137499809265137,6.137499809265137,-3.0366666316986084
2025-02-12T13:30:00,1.135833501815796,4.507500171661377,4.507500171661377,-3.371666669845581
2025-02-12T13:45:00,2.262500286102295,5.862500190734863,5.862500190734863,-3.5999999046325684
2025-02-12T14:00:00,3.865000009536743,7.230000019073486,7.230000019073486,-3.365000009536743
2025-02-12T14:15:00,2.5983331203460693,5.867499828338623,5.867499828338623,-3.2691667079925537
